Iso3,IndicatorId,IndicatorScore,IndicatorName,nodelevel,ValidityYear,Unit,Note,year
SLE,CC.INF.COM.LITR,8.9,"Literacy rate, adult total (% of people ages 15 and above)",1,2018,[%],"",2022
SLV,CC.INF.COM.LITR,2.3,"Literacy rate, adult total (% of people ages 15 and above)",1,2018,[%],"",2022
SRB,CC.INF.COM.LITR,0.3,"Literacy rate, adult total (% of people ages 15 and above)",1,2016,[%],"",2022
SSD,CC.INF.COM.LITR,9.7,"Literacy rate, adult total (% of people ages 15 and above)",1,2018,[%],"",2022
STP,CC.INF.COM.LITR,1.5,"Literacy rate, adult total (% of people ages 15 and above)",1,2018,[%],"",2022
SUR,CC.INF.COM.LITR,1.2,"Literacy rate, adult total (% of people ages 15 and above)",1,2018,[%],"",2022
SVN,CC.INF.COM.LITR,0.1,"Literacy rate, adult total (% of people ages 15 and above)",1,2014,[%],"",2022
SWZ,CC.INF.COM.LITR,2.4,"Literacy rate, adult total (% of people ages 15 and above)",1,2018,[%],"",2022
SYC,CC.INF.COM.LITR,0.9,"Literacy rate, adult total (% of people ages 15 and above)",1,2018,[%],"",2022
TCD,CC.INF.COM.LITR,10,"Literacy rate, adult total (% of people ages 15 and above)",1,2016,[%],"",2022
TGO,CC.INF.COM.LITR,6.5,"Literacy rate, adult total (% of people ages 15 and above)",1,2015,[%],"",2022
THA,CC.INF.COM.LITR,1.3,"Literacy rate, adult total (% of people ages 15 and above)",1,2018,[%],"",2022
TJK,CC.INF.COM.LITR,0,"Literacy rate, adult total (% of people ages 15 and above)",1,2014,[%],"",2022
TKM,CC.INF.COM.LITR,0.1,"Literacy rate, adult total (% of people ages 15 and above)",1,2014,[%],"",2022
TLS,CC.INF.COM.LITR,5.9,"Literacy rate, adult total (% of people ages 15 and above)",1,2018,[%],"",2022
TON,CC.INF.COM.LITR,0.1,"Literacy rate, adult total (% of people ages 15 and above)",1,2018,[%],"",2022
TTO,CC.INF.COM.LITR,0.3,"Literacy rate, adult total (% of people ages 15 and above)",1,2010,[%],"",2022
TUN,CC.INF.COM.LITR,4.1,"Literacy rate, adult total (% of people ages 15 and above)",1,2014,[%],"",2022
TUR,CC.INF.COM.LITR,0.8,"Literacy rate, adult total (% of people ages 15 and above)",1,2017,[%],"",2022
TZA,CC.INF.COM.LITR,4.3,"Literacy rate, adult total (% of people ages 15 and above)",1,2015,[%],"",2022
UGA,CC.INF.COM.LITR,4.6,"Literacy rate, adult total (% of people ages 15 and above)",1,2018,[%],"",2022
UKR,CC.INF.COM.LITR,0,"Literacy rate, adult total (% of people ages 15 and above)",1,2012,[%],"",2022
URY,CC.INF.COM.LITR,0.3,"Literacy rate, adult total (% of people ages 15 and above)",1,2018,[%],"",2022
UZB,CC.INF.COM.LITR,0,"Literacy rate, adult total (% of people ages 15 and above)",1,2018,[%],"",2022
VEN,CC.INF.COM.LITR,0.6,"Literacy rate, adult total (% of people ages 15 and above)",1,2016,[%],"",2022
VNM,CC.INF.COM.LITR,1.1,"Literacy rate, adult total (% of people ages 15 and above)",1,2018,[%],"",2022
VUT,CC.INF.COM.LITR,2.6,"Literacy rate, adult total (% of people ages 15 and above)",1,2018,[%],"",2022
WSM,CC.INF.COM.LITR,0.2,"Literacy rate, adult total (% of people ages 15 and above)",1,2018,[%],"",2022
ZAF,CC.INF.COM.LITR,2.7,"Literacy rate, adult total (% of people ages 15 and above)",1,2017,[%],"",2022
ZMB,CC.INF.COM.LITR,2.7,"Literacy rate, adult total (% of people ages 15 and above)",1,2018,[%],"",2022
ZWE,CC.INF.COM.LITR,2.3,"Literacy rate, adult total (% of people ages 15 and above)",1,2014,[%],"",2022
AFG,CC.INF.COM.NETUS,8.9,Internet users (per 100 people),1,2017,per 100,"",2022
AGO,CC.INF.COM.NETUS,8.6,Internet users (per 100 people),1,2017,per 100,"",2022
ALB,CC.INF.COM.NETUS,2.8,Internet users (per 100 people),1,2019,per 100,"",2022
ARE,CC.INF.COM.NETUS,0,Internet users (per 100 people),1,2019,per 100,"",2022
ARG,CC.INF.COM.NETUS,2.6,Internet users (per 100 people),1,2017,per 100,"",2022
ARM,CC.INF.COM.NETUS,3.2,Internet users (per 100 people),1,2018,per 100,"",2022
ATG,CC.INF.COM.NETUS,2.7,Internet users (per 100 people),1,2016,per 100,"",2022
AUS,CC.INF.COM.NETUS,1.3,Internet users (per 100 people),1,2017,per 100,"",2022
AUT,CC.INF.COM.NETUS,1.2,Internet users (per 100 people),1,2019,per 100,"",2022
AZE,CC.INF.COM.NETUS,2,Internet users (per 100 people),1,2018,per 100,"",2022
BDI,CC.INF.COM.NETUS,9.7,Internet users (per 100 people),1,2017,per 100,"",2022
BEL,CC.INF.COM.NETUS,0.8,Internet users (per 100 people),1,2019,per 100,"",2022
BEN,CC.INF.COM.NETUS,8.6,Internet users (per 100 people),1,2017,per 100,"",2022
BFA,CC.INF.COM.NETUS,8.4,Internet users (per 100 people),1,2017,per 100,"",2022
BGD,CC.INF.COM.NETUS,8.7,Internet users (per 100 people),1,2019,per 100,"",2022
BGR,CC.INF.COM.NETUS,3,Internet users (per 100 people),1,2019,per 100,"",2022
BHR,CC.INF.COM.NETUS,0,Internet users (per 100 people),1,2019,per 100,"",2022
BHS,CC.INF.COM.NETUS,1.5,Internet users (per 100 people),1,2017,per 100,"",2022
BIH,CC.INF.COM.NETUS,2.7,Internet users (per 100 people),1,2019,per 100,"",2022
BLR,CC.INF.COM.NETUS,1.5,Internet users (per 100 people),1,2019,per 100,"",2022
BLZ,CC.INF.COM.NETUS,5.3,Internet users (per 100 people),1,2017,per 100,"",2022
BOL,CC.INF.COM.NETUS,4.5,Internet users (per 100 people),1,2018,per 100,"",2022
BRA,CC.INF.COM.NETUS,3,Internet users (per 100 people),1,2018,per 100,"",2022
BRB,CC.INF.COM.NETUS,1.8,Internet users (per 100 people),1,2017,per 100,"",2022
BRN,CC.INF.COM.NETUS,0.5,Internet users (per 100 people),1,2019,per 100,"",2022
BTN,CC.INF.COM.NETUS,5.8,Internet users (per 100 people),1,2016,per 100,"",2022
BWA,CC.INF.COM.NETUS,5.9,Internet users (per 100 people),1,2017,per 100,"",2022
CAF,CC.INF.COM.NETUS,9.6,Internet users (per 100 people),1,2017,per 100,"",2022
CAN,CC.INF.COM.NETUS,0.7,Internet users (per 100 people),1,2017,per 100,"",2022
CHE,CC.INF.COM.NETUS,0.7,Internet users (per 100 people),1,2019,per 100,"",2022
CHL,CC.INF.COM.NETUS,1.8,Internet users (per 100 people),1,2017,per 100,"",2022
CHN,CC.INF.COM.NETUS,2.9,Internet users (per 100 people),1,2017,per 100,"",2022
CIV,CC.INF.COM.NETUS,6.4,Internet users (per 100 people),1,2019,per 100,"",2022
CMR,CC.INF.COM.NETUS,7.7,Internet users (per 100 people),1,2017,per 100,"",2022
COD,CC.INF.COM.NETUS,9.1,Internet users (per 100 people),1,2017,per 100,"",2022
COG,CC.INF.COM.NETUS,9.1,Internet users (per 100 people),1,2017,per 100,"",2022
COL,CC.INF.COM.NETUS,3.5,Internet users (per 100 people),1,2019,per 100,"",2022
COM,CC.INF.COM.NETUS,9.2,Internet users (per 100 people),1,2017,per 100,"",2022
CPV,CC.INF.COM.NETUS,4.3,Internet users (per 100 people),1,2017,per 100,"",2022
CRI,CC.INF.COM.NETUS,1.9,Internet users (per 100 people),1,2019,per 100,"",2022
CUB,CC.INF.COM.NETUS,3.8,Internet users (per 100 people),1,2019,per 100,"",2022
CYP,CC.INF.COM.NETUS,0.9,Internet users (per 100 people),1,2019,per 100,"",2022
CZE,CC.INF.COM.NETUS,1.9,Internet users (per 100 people),1,2019,per 100,"",2022
DEU,CC.INF.COM.NETUS,1,Internet users (per 100 people),1,2019,per 100,"",2022
DJI,CC.INF.COM.NETUS,4.4,Internet users (per 100 people),1,2017,per 100,"",2022
DMA,CC.INF.COM.NETUS,3,Internet users (per 100 people),1,2017,per 100,"",2022
DNK,CC.INF.COM.NETUS,0.3,Internet users (per 100 people),1,2019,per 100,"",2022
DOM,CC.INF.COM.NETUS,2.5,Internet users (per 100 people),1,2018,per 100,"",2022
DZA,CC.INF.COM.NETUS,5.1,Internet users (per 100 people),1,2018,per 100,"",2022
ECU,CC.INF.COM.NETUS,4.6,Internet users (per 100 people),1,2016,per 100,"",2022
EGY,CC.INF.COM.NETUS,2.8,Internet users (per 100 people),1,2019,per 100,"",2022
ERI,CC.INF.COM.NETUS,9.9,Internet users (per 100 people),1,2017,per 100,"",2022
ESP,CC.INF.COM.NETUS,0.7,Internet users (per 100 people),1,2019,per 100,"",2022
EST,CC.INF.COM.NETUS,1.1,Internet users (per 100 people),1,2019,per 100,"",2022
ETH,CC.INF.COM.NETUS,8.1,Internet users (per 100 people),1,2017,per 100,"",2022
FIN,CC.INF.COM.NETUS,0.8,Internet users (per 100 people),1,2019,per 100,"",2022
FJI,CC.INF.COM.NETUS,5,Internet users (per 100 people),1,2017,per 100,"",2022
FRA,CC.INF.COM.NETUS,1.7,Internet users (per 100 people),1,2019,per 100,"",2022
FSM,CC.INF.COM.NETUS,6.5,Internet users (per 100 people),1,2017,per 100,"",2022
GAB,CC.INF.COM.NETUS,5,Internet users (per 100 people),1,2017,per 100,"",2022
GBR,CC.INF.COM.NETUS,0.5,Internet users (per 100 people),1,2019,per 100,"",2022
GEO,CC.INF.COM.NETUS,2.7,Internet users (per 100 people),1,2019,per 100,"",2022
GHA,CC.INF.COM.NETUS,6.2,Internet users (per 100 people),1,2017,per 100,"",2022
GIN,CC.INF.COM.NETUS,7.8,Internet users (per 100 people),1,2018,per 100,"",2022
GMB,CC.INF.COM.NETUS,8,Internet users (per 100 people),1,2017,per 100,"",2022
GNB,CC.INF.COM.NETUS,9.6,Internet users (per 100 people),1,2017,per 100,"",2022
GNQ,CC.INF.COM.NETUS,7.4,Internet users (per 100 people),1,2017,per 100,"",2022
GRC,CC.INF.COM.NETUS,2.2,Internet users (per 100 people),1,2019,per 100,"",2022
GRD,CC.INF.COM.NETUS,4.1,Internet users (per 100 people),1,2017,per 100,"",2022
GTM,CC.INF.COM.NETUS,5.9,Internet users (per 100 people),1,2017,per 100,"",2022
GUY,CC.INF.COM.NETUS,6.3,Internet users (per 100 people),1,2017,per 100,"",2022
HND,CC.INF.COM.NETUS,6.8,Internet users (per 100 people),1,2017,per 100,"",2022
HRV,CC.INF.COM.NETUS,2.2,Internet users (per 100 people),1,2019,per 100,"",2022
HTI,CC.INF.COM.NETUS,6.8,Internet users (per 100 people),1,2018,per 100,"",2022
HUN,CC.INF.COM.NETUS,1.5,Internet users (per 100 people),1,2019,per 100,"",2022
IDN,CC.INF.COM.NETUS,4.6,Internet users (per 100 people),1,2019,per 100,"",2022
IND,CC.INF.COM.NETUS,8,Internet users (per 100 people),1,2018,per 100,"",2022
IRL,CC.INF.COM.NETUS,0.8,Internet users (per 100 people),1,2018,per 100,"",2022
IRN,CC.INF.COM.NETUS,1.6,Internet users (per 100 people),1,2018,per 100,"",2022
IRQ,CC.INF.COM.NETUS,2.5,Internet users (per 100 people),1,2018,per 100,"",2022
ISL,CC.INF.COM.NETUS,0.1,Internet users (per 100 people),1,2018,per 100,"",2022
ISR,CC.INF.COM.NETUS,1.3,Internet users (per 100 people),1,2019,per 100,"",2022
ITA,CC.INF.COM.NETUS,2.6,Internet users (per 100 people),1,2018,per 100,"",2022
JAM,CC.INF.COM.NETUS,4.5,Internet users (per 100 people),1,2017,per 100,"",2022
JOR,CC.INF.COM.NETUS,3.3,Internet users (per 100 people),1,2017,per 100,"",2022
JPN,CC.INF.COM.NETUS,0.9,Internet users (per 100 people),1,2018,per 100,"",2022
KAZ,CC.INF.COM.NETUS,1.4,Internet users (per 100 people),1,2019,per 100,"",2022
KEN,CC.INF.COM.NETUS,7.7,Internet users (per 100 people),1,2019,per 100,"",2022
KGZ,CC.INF.COM.NETUS,6.2,Internet users (per 100 people),1,2017,per 100,"",2022
KHM,CC.INF.COM.NETUS,2.1,Internet users (per 100 people),1,2018,per 100,"",2022
KIR,CC.INF.COM.NETUS,8.5,Internet users (per 100 people),1,2017,per 100,"",2022
KNA,CC.INF.COM.NETUS,1.9,Internet users (per 100 people),1,2017,per 100,"",2022
KOR,CC.INF.COM.NETUS,0.3,Internet users (per 100 people),1,2019,per 100,"",2022
KWT,CC.INF.COM.NETUS,0.1,Internet users (per 100 people),1,2019,per 100,"",2022
LAO,CC.INF.COM.NETUS,7.4,Internet users (per 100 people),1,2017,per 100,"",2022
LBN,CC.INF.COM.NETUS,2.2,Internet users (per 100 people),1,2017,per 100,"",2022
LBR,CC.INF.COM.NETUS,9.2,Internet users (per 100 people),1,2017,per 100,"",2022
LBY,CC.INF.COM.NETUS,7.8,Internet users (per 100 people),1,2017,per 100,"",2022
LCA,CC.INF.COM.NETUS,4.9,Internet users (per 100 people),1,2017,per 100,"",2022
LIE,CC.INF.COM.NETUS,0,Internet users (per 100 people),1,2017,per 100,"",2022
LKA,CC.INF.COM.NETUS,6.5,Internet users (per 100 people),1,2017,per 100,"",2022
LSO,CC.INF.COM.NETUS,7,Internet users (per 100 people),1,2017,per 100,"",2022
LTU,CC.INF.COM.NETUS,1.7,Internet users (per 100 people),1,2019,per 100,"",2022
LUX,CC.INF.COM.NETUS,0.1,Internet users (per 100 people),1,2018,per 100,"",2022
LVA,CC.INF.COM.NETUS,1.1,Internet users (per 100 people),1,2019,per 100,"",2022
MAR,CC.INF.COM.NETUS,1.6,Internet users (per 100 people),1,2019,per 100,"",2022
MDA,CC.INF.COM.NETUS,2.4,Internet users (per 100 people),1,2017,per 100,"",2022
MDG,CC.INF.COM.NETUS,9.5,Internet users (per 100 people),1,2016,per 100,"",2022
MDV,CC.INF.COM.NETUS,3.7,Internet users (per 100 people),1,2017,per 100,"",2022
MEX,CC.INF.COM.NETUS,2.8,Internet users (per 100 people),1,2019,per 100,"",2022
MHL,CC.INF.COM.NETUS,6.1,Internet users (per 100 people),1,2017,per 100,"",2022
MKD,CC.INF.COM.NETUS,1.9,Internet users (per 100 people),1,2018,per 100,"",2022
MLI,CC.INF.COM.NETUS,8.7,Internet users (per 100 people),1,2017,per 100,"",2022
MLT,CC.INF.COM.NETUS,1.3,Internet users (per 100 people),1,2019,per 100,"",2022
MMR,CC.INF.COM.NETUS,7.6,Internet users (per 100 people),1,2017,per 100,"",2022
MNE,CC.INF.COM.NETUS,1.9,Internet users (per 100 people),1,2019,per 100,"",2022
MNG,CC.INF.COM.NETUS,3.7,Internet users (per 100 people),1,2019,per 100,"",2022
MOZ,CC.INF.COM.NETUS,7.9,Internet users (per 100 people),1,2017,per 100,"",2022
MRT,CC.INF.COM.NETUS,7.9,Internet users (per 100 people),1,2017,per 100,"",2022
MUS,CC.INF.COM.NETUS,3.5,Internet users (per 100 people),1,2019,per 100,"",2022
MWI,CC.INF.COM.NETUS,8.6,Internet users (per 100 people),1,2017,per 100,"",2022
MYS,CC.INF.COM.NETUS,1,Internet users (per 100 people),1,2019,per 100,"",2022
NAM,CC.INF.COM.NETUS,6.3,Internet users (per 100 people),1,2017,per 100,"",2022
NER,CC.INF.COM.NETUS,9.5,Internet users (per 100 people),1,2018,per 100,"",2022
NGA,CC.INF.COM.NETUS,9.3,Internet users (per 100 people),1,2017,per 100,"",2022
NIC,CC.INF.COM.NETUS,7.2,Internet users (per 100 people),1,2017,per 100,"",2022
NLD,CC.INF.COM.NETUS,0.9,Internet users (per 100 people),1,2019,per 100,"",2022
NOR,CC.INF.COM.NETUS,0.3,Internet users (per 100 people),1,2019,per 100,"",2022
NPL,CC.INF.COM.NETUS,7.9,Internet users (per 100 people),1,2017,per 100,"",2022
NRU,CC.INF.COM.NETUS,3.8,Internet users (per 100 people),1,2017,per 100,"",2022
NZL,CC.INF.COM.NETUS,0.9,Internet users (per 100 people),1,2017,per 100,"",2022
OMN,CC.INF.COM.NETUS,0.5,Internet users (per 100 people),1,2019,per 100,"",2022
PAK,CC.INF.COM.NETUS,8.3,Internet users (per 100 people),1,2019,per 100,"",2022
PAN,CC.INF.COM.NETUS,3.6,Internet users (per 100 people),1,2019,per 100,"",2022
PER,CC.INF.COM.NETUS,3.5,Internet users (per 100 people),1,2019,per 100,"",2022
PHL,CC.INF.COM.NETUS,5.7,Internet users (per 100 people),1,2019,per 100,"",2022
PNG,CC.INF.COM.NETUS,8.9,Internet users (per 100 people),1,2017,per 100,"",2022
POL,CC.INF.COM.NETUS,1.3,Internet users (per 100 people),1,2019,per 100,"",2022
PRK,CC.INF.COM.NETUS,10,Internet users (per 100 people),1,2013,per 100,"",2022
PRT,CC.INF.COM.NETUS,2.2,Internet users (per 100 people),1,2019,per 100,"",2022
PRY,CC.INF.COM.NETUS,2.5,Internet users (per 100 people),1,2019,per 100,"",2022
PSE,CC.INF.COM.NETUS,2.9,Internet users (per 100 people),1,2019,per 100,"",2022
QAT,CC.INF.COM.NETUS,0,Internet users (per 100 people),1,2019,per 100,"",2022
ROU,CC.INF.COM.NETUS,2.2,Internet users (per 100 people),1,2019,per 100,"",2022
RUS,CC.INF.COM.NETUS,1.5,Internet users (per 100 people),1,2019,per 100,"",2022
RWA,CC.INF.COM.NETUS,7.8,Internet users (per 100 people),1,2017,per 100,"",2022
SAU,CC.INF.COM.NETUS,0.2,Internet users (per 100 people),1,2019,per 100,"",2022
SDN,CC.INF.COM.NETUS,6.9,Internet users (per 100 people),1,2017,per 100,"",2022
SEN,CC.INF.COM.NETUS,7,Internet users (per 100 people),1,2017,per 100,"",2022
SGP,CC.INF.COM.NETUS,2.4,Internet users (per 100 people),1,2019,per 100,"",2022
SLB,CC.INF.COM.NETUS,8.8,Internet users (per 100 people),1,2017,per 100,"",2022
SLE,CC.INF.COM.NETUS,8.7,Internet users (per 100 people),1,2017,per 100,"",2022
SLV,CC.INF.COM.NETUS,6.6,Internet users (per 100 people),1,2017,per 100,"",2022
SOM,CC.INF.COM.NETUS,9.8,Internet users (per 100 people),1,2017,per 100,"",2022
SRB,CC.INF.COM.NETUS,2.2,Internet users (per 100 people),1,2019,per 100,"",2022
SSD,CC.INF.COM.NETUS,9.2,Internet users (per 100 people),1,2017,per 100,"",2022
STP,CC.INF.COM.NETUS,7,Internet users (per 100 people),1,2017,per 100,"",2022
SUR,CC.INF.COM.NETUS,5.1,Internet users (per 100 people),1,2017,per 100,"",2022
SVK,CC.INF.COM.NETUS,1,Internet users (per 100 people),1,2019,per 100,"",2022
SVN,CC.INF.COM.NETUS,1.3,Internet users (per 100 people),1,2019,per 100,"",2022
SWE,CC.INF.COM.NETUS,0.5,Internet users (per 100 people),1,2019,per 100,"",2022
SWZ,CC.INF.COM.NETUS,7,Internet users (per 100 people),1,2017,per 100,"",2022
SYC,CC.INF.COM.NETUS,2.1,Internet users (per 100 people),1,2017,per 100,"",2022
SYR,CC.INF.COM.NETUS,6.6,Internet users (per 100 people),1,2017,per 100,"",2022
TCD,CC.INF.COM.NETUS,9,Internet users (per 100 people),1,2017,per 100,"",2022
TGO,CC.INF.COM.NETUS,8.8,Internet users (per 100 people),1,2017,per 100,"",2022
THA,CC.INF.COM.NETUS,2.2,Internet users (per 100 people),1,2019,per 100,"",2022
TJK,CC.INF.COM.NETUS,7.8,Internet users (per 100 people),1,2017,per 100,"",2022
TKM,CC.INF.COM.NETUS,7.9,Internet users (per 100 people),1,2017,per 100,"",2022
TLS,CC.INF.COM.NETUS,7.3,Internet users (per 100 people),1,2017,per 100,"",2022
TON,CC.INF.COM.NETUS,5.9,Internet users (per 100 people),1,2017,per 100,"",2022
TTO,CC.INF.COM.NETUS,2.3,Internet users (per 100 people),1,2017,per 100,"",2022
TUN,CC.INF.COM.NETUS,3.3,Internet users (per 100 people),1,2019,per 100,"",2022
TUR,CC.INF.COM.NETUS,2.2,Internet users (per 100 people),1,2019,per 100,"",2022
TUV,CC.INF.COM.NETUS,5.1,Internet users (per 100 people),1,2017,per 100,"",2022
TZA,CC.INF.COM.NETUS,8.4,Internet users (per 100 people),1,2017,per 100,"",2022
UGA,CC.INF.COM.NETUS,7.6,Internet users (per 100 people),1,2017,per 100,"",2022
UKR,CC.INF.COM.NETUS,3.7,Internet users (per 100 people),1,2018,per 100,"",2022
URY,CC.INF.COM.NETUS,2.3,Internet users (per 100 people),1,2019,per 100,"",2022
USA,CC.INF.COM.NETUS,1.2,Internet users (per 100 people),1,2018,per 100,"",2022
UZB,CC.INF.COM.NETUS,4.5,Internet users (per 100 people),1,2018,per 100,"",2022
VCT,CC.INF.COM.NETUS,7.9,Internet users (per 100 people),1,2016,per 100,"",2022
VEN,CC.INF.COM.NETUS,3.6,Internet users (per 100 people),1,2017,per 100,"",2022
VNM,CC.INF.COM.NETUS,3,Internet users (per 100 people),1,2019,per 100,"",2022
VUT,CC.INF.COM.NETUS,7.4,Internet users (per 100 people),1,2017,per 100,"",2022
WSM,CC.INF.COM.NETUS,6.6,Internet users (per 100 people),1,2017,per 100,"",2022
YEM,CC.INF.COM.NETUS,7.3,Internet users (per 100 people),1,2017,per 100,"",2022
ZAF,CC.INF.COM.NETUS,4.4,Internet users (per 100 people),1,2017,per 100,"",2022
ZMB,CC.INF.COM.NETUS,8.6,Internet users (per 100 people),1,2018,per 100,"",2022
ZWE,CC.INF.COM.NETUS,7.3,Internet users (per 100 people),1,2017,per 100,"",2022
AFG,CC.INF.PHY,7.3,Physical Infrastructure,3,0,0-10,"",2022
AGO,CC.INF.PHY,8,Physical Infrastructure,3,0,0-10,"",2022
ALB,CC.INF.PHY,1.7,Physical Infrastructure,3,0,0-10,"",2022
ARE,CC.INF.PHY,2,Physical Infrastructure,3,0,0-10,"",2022
ARG,CC.INF.PHY,3,Physical Infrastructure,3,0,0-10,"",2022
ARM,CC.INF.PHY,1.2,Physical Infrastructure,3,0,0-10,"",2022
ATG,CC.INF.PHY,0.7,Physical Infrastructure,3,0,0-10,"",2022
AUS,CC.INF.PHY,3,Physical Infrastructure,3,0,0-10,"",2022
AUT,CC.INF.PHY,0,Physical Infrastructure,3,0,0-10,"",2022
AZE,CC.INF.PHY,3.1,Physical Infrastructure,3,0,0-10,"",2022
BDI,CC.INF.PHY,7.2,Physical Infrastructure,3,0,0-10,"",2022
BEL,CC.INF.PHY,0,Physical Infrastructure,3,0,0-10,"",2022
BEN,CC.INF.PHY,8.3,Physical Infrastructure,3,0,0-10,"",2022
BFA,CC.INF.PHY,9.2,Physical Infrastructure,3,0,0-10,"",2022
BGD,CC.INF.PHY,4.9,Physical Infrastructure,3,0,0-10,"",2022
BGR,CC.INF.PHY,1.4,Physical Infrastructure,3,0,0-10,"",2022
BHR,CC.INF.PHY,0,Physical Infrastructure,3,0,0-10,"",2022
BHS,CC.INF.PHY,2,Physical Infrastructure,3,0,0-10,"",2022
BIH,CC.INF.PHY,1.3,Physical Infrastructure,3,0,0-10,"",2022
BLR,CC.INF.PHY,0.3,Physical Infrastructure,3,0,0-10,"",2022
BLZ,CC.INF.PHY,3,Physical Infrastructure,3,0,0-10,"",2022
BOL,CC.INF.PHY,5,Physical Infrastructure,3,0,0-10,"",2022
BRA,CC.INF.PHY,3.6,Physical Infrastructure,3,0,0-10,"",2022
BRB,CC.INF.PHY,0.2,Physical Infrastructure,3,0,0-10,"",2022
BRN,CC.INF.PHY,2.5,Physical Infrastructure,3,0,0-10,"",2022
BTN,CC.INF.PHY,4.6,Physical Infrastructure,3,0,0-10,"",2022
BWA,CC.INF.PHY,4.6,Physical Infrastructure,3,0,0-10,"",2022
CAF,CC.INF.PHY,9.3,Physical Infrastructure,3,0,0-10,"",2022
CAN,CC.INF.PHY,3,Physical Infrastructure,3,0,0-10,"",2022
CHE,CC.INF.PHY,0,Physical Infrastructure,3,0,0-10,"",2022
CHL,CC.INF.PHY,2.7,Physical Infrastructure,3,0,0-10,"",2022
CHN,CC.INF.PHY,4,Physical Infrastructure,3,0,0-10,"",2022
CIV,CC.INF.PHY,7.3,Physical Infrastructure,3,0,0-10,"",2022
CMR,CC.INF.PHY,8,Physical Infrastructure,3,0,0-10,"",2022
COD,CC.INF.PHY,9.4,Physical Infrastructure,3,0,0-10,"",2022
COG,CC.INF.PHY,8.1,Physical Infrastructure,3,0,0-10,"",2022
COL,CC.INF.PHY,3.6,Physical Infrastructure,3,0,0-10,"",2022
COM,CC.INF.PHY,5.8,Physical Infrastructure,3,0,0-10,"",2022
CPV,CC.INF.PHY,3.2,Physical Infrastructure,3,0,0-10,"",2022
CRI,CC.INF.PHY,2,Physical Infrastructure,3,0,0-10,"",2022
CUB,CC.INF.PHY,1.8,Physical Infrastructure,3,0,0-10,"",2022
CYP,CC.INF.PHY,0.1,Physical Infrastructure,3,0,0-10,"",2022
CZE,CC.INF.PHY,0,Physical Infrastructure,3,0,0-10,"",2022
DEU,CC.INF.PHY,0,Physical Infrastructure,3,0,0-10,"",2022
DJI,CC.INF.PHY,6,Physical Infrastructure,3,0,0-10,"",2022
DMA,CC.INF.PHY,1.1,Physical Infrastructure,3,0,0-10,"",2022
DNK,CC.INF.PHY,0,Physical Infrastructure,3,0,0-10,"",2022
DOM,CC.INF.PHY,2.2,Physical Infrastructure,3,0,0-10,"",2022
DZA,CC.INF.PHY,4.1,Physical Infrastructure,3,0,0-10,"",2022
ECU,CC.INF.PHY,3.4,Physical Infrastructure,3,0,0-10,"",2022
EGY,CC.INF.PHY,3.4,Physical Infrastructure,3,0,0-10,"",2022
ERI,CC.INF.PHY,9.7,Physical Infrastructure,3,0,0-10,"",2022
ESP,CC.INF.PHY,0,Physical Infrastructure,3,0,0-10,"",2022
EST,CC.INF.PHY,0.1,Physical Infrastructure,3,0,0-10,"",2022
ETH,CC.INF.PHY,9.8,Physical Infrastructure,3,0,0-10,"",2022
FIN,CC.INF.PHY,0.5,Physical Infrastructure,3,0,0-10,"",2022
FJI,CC.INF.PHY,3.3,Physical Infrastructure,3,0,0-10,"",2022
FRA,CC.INF.PHY,0,Physical Infrastructure,3,0,0-10,"",2022
FSM,CC.INF.PHY,3.4,Physical Infrastructure,3,0,0-10,"",2022
GAB,CC.INF.PHY,6.2,Physical Infrastructure,3,0,0-10,"",2022
GBR,CC.INF.PHY,0,Physical Infrastructure,3,0,0-10,"",2022
GEO,CC.INF.PHY,1.1,Physical Infrastructure,3,0,0-10,"",2022
GHA,CC.INF.PHY,7,Physical Infrastructure,3,0,0-10,"",2022
GIN,CC.INF.PHY,8.3,Physical Infrastructure,3,0,0-10,"",2022
GMB,CC.INF.PHY,5.7,Physical Infrastructure,3,0,0-10,"",2022
GNB,CC.INF.PHY,8.1,Physical Infrastructure,3,0,0-10,"",2022
GNQ,CC.INF.PHY,6.6,Physical Infrastructure,3,0,0-10,"",2022
GRC,CC.INF.PHY,0,Physical Infrastructure,3,0,0-10,"",2022
GRD,CC.INF.PHY,0.6,Physical Infrastructure,3,0,0-10,"",2022
GTM,CC.INF.PHY,4.4,Physical Infrastructure,3,0,0-10,"",2022
GUY,CC.INF.PHY,4.1,Physical Infrastructure,3,0,0-10,"",2022
HND,CC.INF.PHY,3.9,Physical Infrastructure,3,0,0-10,"",2022
HRV,CC.INF.PHY,0.2,Physical Infrastructure,3,0,0-10,"",2022
HTI,CC.INF.PHY,5.3,Physical Infrastructure,3,0,0-10,"",2022
HUN,CC.INF.PHY,0.1,Physical Infrastructure,3,0,0-10,"",2022
IDN,CC.INF.PHY,4.7,Physical Infrastructure,3,0,0-10,"",2022
IND,CC.INF.PHY,4.5,Physical Infrastructure,3,0,0-10,"",2022
IRL,CC.INF.PHY,0.5,Physical Infrastructure,3,0,0-10,"",2022
IRN,CC.INF.PHY,3.8,Physical Infrastructure,3,0,0-10,"",2022
IRQ,CC.INF.PHY,3.5,Physical Infrastructure,3,0,0-10,"",2022
ISL,CC.INF.PHY,2.6,Physical Infrastructure,3,0,0-10,"",2022
